xG,yG,zG,gyroXangle,gyroYangle,gyroZangle
0.01312574,0.333161346,0.933544124,2.66064554,-14.0335587,4.18288703
0.006903986,0.302962408,0.956968074,1.94280611,-12.98659131,3.84808445
0.002190391,0.259174245,0.971705645,1.65860611,-13.04343131,3.74861445
-0.005906819,0.231632547,0.983768987,1.26130431,-14.21263375,3.33144756
-0.009031365,0.178312328,0.993587929,-0.09753247,-15.04382201,2.84635134
-0.018867291,0.140952197,0.993587929,-4.65501022,-20.53551171,1.45213229
-0.024203575,0.114241718,0.993587929,-4.50173122,-21.76742071,0.33092479
-0.044094945,0.114241718,0.993587929,-4.7885187,-21.60557035,0.43314607
-0.050368967,0.114241718,0.993587929,-4.74311726,-21.57719445,0.0557466
-0.09678458,0.114241718,0.974168387,-4.61235306,-21.71080135,-0.0465906
-0.112726748,0.114241718,0.974168387,-4.83093373,-21.57454327,-0.00400995
-0.121452989,0.133645947,0.974168387,-4.79111731,-21.51197461,-0.14052339
-0.121671794,0.133645947,0.974168387,-4.49612443,-21.43822639,-0.39864216
-0.121671794,0.138138781,0.974168387,-4.56419971,-21.37866052,-0.33056688
-0.121876566,0.138138781,0.989527346,-4.35148021,-20.95038526,-0.25682412
-0.125317649,0.138138781,0.989527346,-4.19552441,-21.13469666,-0.30219308
-0.124942124,0.133645947,0.994316244,-4.05923609,-21.16876874,-0.3249078
-0.128927876,0.129731269,0.998833864,-3.90618389,-20.99587644,-0.5034687
-0.128927876,0.127425968,0.998881739,-3.96010209,-21.04695684,-0.8099511
-0.124942124,0.127425968,1.003559518,-3.92888629,-21.13492864,-1.0625153
-0.122761549,0.127425968,1.004582547,-3.92604268,-21.24298582,-1.01701754
-0.122455915,0.126899021,1.004582547,-3.81179302,-21.36024205,-1.07714894
-0.122455915,0.126899021,1.004582547,-3.75484375,-21.56705782,-1.01720234
-0.122455915,0.126899021,1.004582547,-3.69815117,-21.40891536,-1.0261538
-0.122434525,0.126899021,1.004582547,-3.72761697,-21.6682144,-0.86114532
-0.117479329,0.129734728,1.004582547,-3.71577241,-21.61491388,-0.8078448
-0.117479329,0.129734728,1.004582547,-3.81789107,-21.8191512,-0.81385178
